============================================================
<class 'transformers.tokenization_dna.DNATokenizer'>
finish loading examples
number of processes for converting feature: 8
1 processor started !
2 processor started !
3 processor started !
4 processor started !
5 processor started !
6 processor started !
7 processor started !
8 processor started !
finish loading examples
number of processes for converting feature: 2
1 processor started !
2 processor started !
{"eval_acc": 0.504, "eval_f1": 0.503037881338271, "eval_mcc": 0.008213348053582646, "eval_auc": 0.5198820795283181, "eval_precision": 0.5041233995362435, "eval_recall": 0.5040900163600655, "learning_rate": 3.0395136778115506e-06, "loss": 0.6928141951560974, "step": 10}
{"eval_acc": 0.973, "eval_f1": 0.972980302640625, "eval_mcc": 0.9471793451211122, "eval_auc": 0.9783699134796539, "eval_precision": 0.9742303187819865, "eval_recall": 0.9729498917995671, "learning_rate": 0.00018879703053821496, "loss": 0.10510904174298048, "step": 990}
{"eval_acc": 0.975, "eval_f1": 0.9749943737340901, "eval_mcc": 0.9503184977883393, "eval_auc": 0.9820439281757128, "eval_precision": 0.9753446702214537, "eval_recall": 0.9749738998955996, "learning_rate": 0.00018845959169900455, "loss": 0.13780743721872568, "step": 1000}
{"eval_acc": 0.97, "eval_f1": 0.9699764615458519, "eval_mcc": 0.9412672493565465, "eval_auc": 0.9808499233996936, "eval_precision": 0.9713203701995017, "eval_recall": 0.9699478797915192, "learning_rate": 0.00018812215285979417, "loss": 0.1485944727435708, "step": 1010}
{"eval_acc": 0.968, "eval_f1": 0.9679671984111731, "eval_mcc": 0.9376818315123107, "eval_auc": 0.9809099236396945, "eval_precision": 0.9697436947626676, "eval_recall": 0.967939871759487, "learning_rate": 0.00018778471402058376, "loss": 0.17624314911663533, "step": 1020}
{"eval_acc": 0.977, "eval_f1": 0.9769898525249635, "eval_mcc": 0.9546859623597636, "eval_auc": 0.9822899291597166, "eval_precision": 0.9777243589743589, "eval_recall": 0.9769619078476314, "learning_rate": 0.00018744727518137338, "loss": 0.15224104383960366, "step": 1030}
{"eval_acc": 0.959, "eval_f1": 0.9589996309966791, "eval_mcc": 0.9180472140184119, "eval_auc": 0.9843959375837502, "eval_precision": 0.9590373783922171, "eval_recall": 0.9590098360393442, "learning_rate": 0.000187109836342163, "loss": 0.16028749346733093, "step": 1040}
{"eval_acc": 0.975, "eval_f1": 0.9749867680002722, "eval_mcc": 0.950834753780596, "eval_auc": 0.9839439357757432, "eval_precision": 0.9758772984497988, "eval_recall": 0.9749578998315993, "learning_rate": 0.0001867723975029526, "loss": 0.17238833755254745, "step": 1050}
{"eval_acc": 0.975, "eval_f1": 0.9749867680002722, "eval_mcc": 0.950834753780596, "eval_auc": 0.9814059256237024, "eval_precision": 0.9758772984497988, "eval_recall": 0.9749578998315993, "learning_rate": 0.00018643495866374222, "loss": 0.13964115902781488, "step": 1060}
{"eval_acc": 0.963, "eval_f1": 0.9629990749768744, "eval_mcc": 0.9260925331165453, "eval_auc": 0.9675278701114804, "eval_precision": 0.9630786833303996, "eval_recall": 0.9630138520554081, "learning_rate": 0.0001860975198245318, "loss": 0.11729702055454254, "step": 1070}
{"eval_acc": 0.954, "eval_f1": 0.9539187126090424, "eval_mcc": 0.910905445166924, "eval_auc": 0.9830019320077279, "eval_precision": 0.9569908061807595, "eval_recall": 0.9539198156792628, "learning_rate": 0.00018576008098532143, "loss": 0.18825682997703552, "step": 1080}
{"eval_acc": 0.972, "eval_f1": 0.9719982078853047, "eval_mcc": 0.9440664109917922, "eval_auc": 0.9838619354477418, "eval_precision": 0.9720785273913688, "eval_recall": 0.9719878879515518, "learning_rate": 0.00018542264214611103, "loss": 0.1807014297693968, "step": 1090}
{"eval_acc": 0.952, "eval_f1": 0.9518891526076079, "eval_mcc": 0.9078335153365362, "eval_auc": 0.980305921223685, "eval_precision": 0.955934638465481, "eval_recall": 0.9519078076312305, "learning_rate": 0.00018508520330690062, "loss": 0.18617465235292913, "step": 1100}
{"eval_acc": 0.965, "eval_f1": 0.9649982849159608, "eval_mcc": 0.9300448255958725, "eval_auc": 0.983507934031736, "eval_precision": 0.9650549679153798, "eval_recall": 0.9649898599594398, "learning_rate": 0.00018474776446769024, "loss": 0.12075596675276756, "step": 1110}
{"eval_acc": 0.973, "eval_f1": 0.972980302640625, "eval_mcc": 0.9471793451211122, "eval_auc": 0.9816499265997064, "eval_precision": 0.9742303187819865, "eval_recall": 0.9729498917995671, "learning_rate": 0.00018441032562847983, "loss": 0.06889055194333196, "step": 1120}
{"eval_acc": 0.958, "eval_f1": 0.958, "eval_mcc": 0.9160076640306561, "eval_auc": 0.9799679198716795, "eval_precision": 0.958003832015328, "eval_recall": 0.958003832015328, "learning_rate": 0.00018407288678926945, "loss": 0.12142701428383589, "step": 1130}
{"eval_acc": 0.972, "eval_f1": 0.9719909250597194, "eval_mcc": 0.9444799551428126, "eval_auc": 0.9824279297117188, "eval_precision": 0.9725122241310955, "eval_recall": 0.9719678878715514, "learning_rate": 0.00018373544795005905, "loss": 0.16580649856477975, "step": 1140}
{"eval_acc": 0.973, "eval_f1": 0.9729902494800624, "eval_mcc": 0.946543450875414, "eval_auc": 0.9833319333277334, "eval_precision": 0.9735777567727775, "eval_recall": 0.9729658918635674, "learning_rate": 0.00018339800911084867, "loss": 0.13993662558495998, "step": 1150}
{"eval_acc": 0.975, "eval_f1": 0.9749889701358299, "eval_mcc": 0.9506827505082047, "eval_auc": 0.9839839359357437, "eval_precision": 0.9757211538461539, "eval_recall": 0.9749618998475993, "learning_rate": 0.0001830605702716383, "loss": 0.13550589364022017, "step": 1160}
{"eval_acc": 0.975, "eval_f1": 0.9749927729113714, "eval_mcc": 0.9504246419322504, "eval_auc": 0.9810319241276965, "eval_precision": 0.9754548657825614, "eval_recall": 0.9749698998795995, "learning_rate": 0.00018272313143242788, "loss": 0.10456673819571734, "step": 1170}
{"eval_acc": 0.975, "eval_f1": 0.9749927729113714, "eval_mcc": 0.9504246419322504, "eval_auc": 0.9874919499677999, "eval_precision": 0.9754548657825614, "eval_recall": 0.9749698998795995, "learning_rate": 0.0001823856925932175, "loss": 0.1571066526696086, "step": 1180}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.9874579498317992, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.0001820482537540071, "loss": 0.18392846155911685, "step": 1190}
{"eval_acc": 0.975, "eval_f1": 0.9749957742858544, "eval_mcc": 0.9502276048790977, "eval_auc": 0.9878759515038059, "eval_precision": 0.975249743852459, "eval_recall": 0.9749778999115997, "learning_rate": 0.00018171081491479671, "loss": 0.12876113019883634, "step": 1200}
{"eval_acc": 0.976, "eval_f1": 0.9759922214797594, "eval_mcc": 0.9524845991649906, "eval_auc": 0.9825459301837207, "eval_precision": 0.9765168534826258, "eval_recall": 0.9759679038716155, "learning_rate": 0.0001813733760755863, "loss": 0.11491540856659413, "step": 1210}
{"eval_acc": 0.976, "eval_f1": 0.9759922214797594, "eval_mcc": 0.9524845991649906, "eval_auc": 0.9839919359677437, "eval_precision": 0.9765168534826258, "eval_recall": 0.9759679038716155, "learning_rate": 0.0001810359372363759, "loss": 0.0929690876044333, "step": 1220}
{"eval_acc": 0.969, "eval_f1": 0.9689984809255654, "eval_mcc": 0.9380454176592882, "eval_auc": 0.9822839291357166, "eval_precision": 0.9690555439983357, "eval_recall": 0.9689898759595038, "learning_rate": 0.00018069849839716552, "loss": 0.11476683896034956, "step": 1230}
{"eval_acc": 0.963, "eval_f1": 0.9629492775609811, "eval_mcc": 0.9282670462746896, "eval_auc": 0.9807859231436925, "eval_precision": 0.9653403242408647, "eval_recall": 0.9629298517194069, "learning_rate": 0.00018036105955795512, "loss": 0.1138112960383296, "step": 1240}
{"eval_acc": 0.98, "eval_f1": 0.9799935178997995, "eval_mcc": 0.9604892431871686, "eval_auc": 0.9825399301597206, "eval_precision": 0.9805214828341563, "eval_recall": 0.9799679198716795, "learning_rate": 0.00018002362071874474, "loss": 0.15099294912070035, "step": 1250}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.982619930479722, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.00017968618187953436, "loss": 0.10224008467048407, "step": 1260}
{"eval_acc": 0.979, "eval_f1": 0.9789907349140972, "eval_mcc": 0.9586891742113225, "eval_auc": 0.982813931255725, "eval_precision": 0.9797275641025641, "eval_recall": 0.9789619158476633, "learning_rate": 0.00017934874304032395, "loss": 0.05726154940202832, "step": 1270}
{"eval_acc": 0.979, "eval_f1": 0.9789924162622706, "eval_mcc": 0.9585512584574974, "eval_auc": 0.9822099288397154, "eval_precision": 0.9795855428635512, "eval_recall": 0.9789659158636634, "learning_rate": 0.00017901130420111357, "loss": 0.11940831243991852, "step": 1280}
{"eval_acc": 0.979, "eval_f1": 0.9789939292455521, "eval_mcc": 0.9584287570889115, "eval_auc": 0.9808479233916936, "eval_precision": 0.9794589659811648, "eval_recall": 0.9789699158796634, "learning_rate": 0.00017867386536190316, "loss": 0.11386116491630674, "step": 1290}
{"eval_acc": 0.945, "eval_f1": 0.9448331201885704, "eval_mcc": 0.8950208514239834, "eval_auc": 0.9757819031276126, "eval_precision": 0.9501424616729532, "eval_recall": 0.9448937795751182, "learning_rate": 0.00017833642652269278, "loss": 0.11234288159757852, "step": 1300}
{"eval_acc": 0.979, "eval_f1": 0.9789907349140972, "eval_mcc": 0.9586891742113225, "eval_auc": 0.9813339253357014, "eval_precision": 0.9797275641025641, "eval_recall": 0.9789619158476633, "learning_rate": 0.00017799898768348238, "loss": 0.11328437980264425, "step": 1310}
{"eval_acc": 0.978, "eval_f1": 0.9779956871546822, "eval_mcc": 0.9562731868816094, "eval_auc": 0.9838619354477417, "eval_precision": 0.9782973289944001, "eval_recall": 0.9779759119036475, "learning_rate": 0.00017766154884427197, "loss": 0.08020145241171121, "step": 1320}
{"eval_acc": 0.975, "eval_f1": 0.9749843652282677, "eval_mcc": 0.9510020859840951, "eval_auc": 0.9798859195436782, "eval_precision": 0.9760488164731542, "eval_recall": 0.9749538998155992, "learning_rate": 0.0001773241100050616, "loss": 0.11406150171533228, "step": 1330}
{"eval_acc": 0.979, "eval_f1": 0.9789939292455521, "eval_mcc": 0.9584287570889115, "eval_auc": 0.986945947783791, "eval_precision": 0.9794589659811648, "eval_recall": 0.9789699158796634, "learning_rate": 0.00017698667116585118, "loss": 0.10368374185636639, "step": 1340}
{"eval_acc": 0.98, "eval_f1": 0.9799948786889444, "eval_mcc": 0.9603741855509255, "eval_auc": 0.9846179384717538, "eval_precision": 0.9804023621259133, "eval_recall": 0.9799719198876795, "learning_rate": 0.0001766492323266408, "loss": 0.1255866212770343, "step": 1350}
{"eval_acc": 0.978, "eval_f1": 0.9779893468438724, "eval_mcc": 0.9567621485254472, "eval_auc": 0.9819439277757112, "eval_precision": 0.9788026078001595, "eval_recall": 0.9779599118396474, "learning_rate": 0.0001763117934874304, "loss": 0.09563228115439415, "step": 1360}
{"eval_acc": 0.98, "eval_f1": 0.9799935178997995, "eval_mcc": 0.9604892431871686, "eval_auc": 0.9826559306237227, "eval_precision": 0.9805214828341563, "eval_recall": 0.9799679198716795, "learning_rate": 0.00017597435464822002, "loss": 0.10259493459016085, "step": 1370}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.9876239504958019, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.00017563691580900964, "loss": 0.12746162237599493, "step": 1380}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.9861259445037781, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.00017529947696979923, "loss": 0.09433966595679522, "step": 1390}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.9838859355437422, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.00017496203813058885, "loss": 0.15530360117554665, "step": 1400}
{"eval_acc": 0.973, "eval_f1": 0.972980302640625, "eval_mcc": 0.9471793451211122, "eval_auc": 0.9842239368957474, "eval_precision": 0.9742303187819865, "eval_recall": 0.9729498917995671, "learning_rate": 0.00017462459929137845, "loss": 0.0816968240775168, "step": 1410}
{"eval_acc": 0.979, "eval_f1": 0.9789939292455521, "eval_mcc": 0.9584287570889115, "eval_auc": 0.9858559434237738, "eval_precision": 0.9794589659811648, "eval_recall": 0.9789699158796634, "learning_rate": 0.00017428716045216807, "loss": 0.18435628917068242, "step": 1420}
{"eval_acc": 0.975, "eval_f1": 0.9749843652282677, "eval_mcc": 0.9510020859840951, "eval_auc": 0.9922999691998768, "eval_precision": 0.9760488164731542, "eval_recall": 0.9749538998155992, "learning_rate": 0.00017394972161295766, "loss": 0.046243855357170106, "step": 1430}
{"eval_acc": 0.979, "eval_f1": 0.9789924162622706, "eval_mcc": 0.9585512584574974, "eval_auc": 0.9915099660398641, "eval_precision": 0.9795855428635512, "eval_recall": 0.9789659158636634, "learning_rate": 0.00017361228277374725, "loss": 0.03923350446857512, "step": 1440}
{"eval_acc": 0.98, "eval_f1": 0.9799935178997995, "eval_mcc": 0.9604892431871686, "eval_auc": 0.9901099604398418, "eval_precision": 0.9805214828341563, "eval_recall": 0.9799679198716795, "learning_rate": 0.00017327484393453687, "loss": 0.06587400990538299, "step": 1450}
{"eval_acc": 0.974, "eval_f1": 0.9739824121105867, "eval_mcc": 0.9490889994590876, "eval_auc": 0.9826739306957227, "eval_precision": 0.9751378446115289, "eval_recall": 0.9739518958075832, "learning_rate": 0.00017293740509532647, "loss": 0.08523451630026102, "step": 1460}
{"eval_acc": 0.976, "eval_f1": 0.9759861680327868, "eval_mcc": 0.9529186256240358, "eval_auc": 0.9671578686314745, "eval_precision": 0.9769632542459845, "eval_recall": 0.9759559038236152, "learning_rate": 0.00017259996625611609, "loss": 0.11213784888386727, "step": 1470}
{"eval_acc": 0.979, "eval_f1": 0.9789924162622706, "eval_mcc": 0.9585512584574974, "eval_auc": 0.9743638974555897, "eval_precision": 0.9795855428635512, "eval_recall": 0.9789659158636634, "learning_rate": 0.0001722625274169057, "loss": 0.1638469597324729, "step": 1480}
{"eval_acc": 0.976, "eval_f1": 0.9759952950778352, "eval_mcc": 0.9522718261930296, "eval_auc": 0.9784199136796546, "eval_precision": 0.97629597607983, "eval_recall": 0.9759759039036155, "learning_rate": 0.0001719250885776953, "loss": 0.0999773021787405, "step": 1490}
{"eval_acc": 0.979, "eval_f1": 0.9789924162622706, "eval_mcc": 0.9585512584574974, "eval_auc": 0.9898459593838377, "eval_precision": 0.9795855428635512, "eval_recall": 0.9789659158636634, "learning_rate": 0.00017158764973848492, "loss": 0.09367481861263513, "step": 1500}
{"eval_acc": 0.977, "eval_f1": 0.9769961123429859, "eval_mcc": 0.9542287653793297, "eval_auc": 0.98937595750383, "eval_precision": 0.9772508965163935, "eval_recall": 0.9769779079116316, "learning_rate": 0.00017125021089927451, "loss": 0.1557048585265875, "step": 1510}
{"eval_acc": 0.973, "eval_f1": 0.972980302640625, "eval_mcc": 0.9471793451211122, "eval_auc": 0.9867899471597886, "eval_precision": 0.9742303187819865, "eval_recall": 0.9729498917995671, "learning_rate": 0.00017091277206006413, "loss": 0.1034133518114686, "step": 1520}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.99000196000784, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.00017057533322085373, "loss": 0.11263520438224077, "step": 1530}
{"eval_acc": 0.978, "eval_f1": 0.9779956871546822, "eval_mcc": 0.9562731868816094, "eval_auc": 0.9856299425197701, "eval_precision": 0.9782973289944001, "eval_recall": 0.9779759119036475, "learning_rate": 0.00017023789438164332, "loss": 0.12721146810799838, "step": 1540}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.982815931263725, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.00016990045554243294, "loss": 0.13413901515305043, "step": 1550}
{"eval_acc": 0.969, "eval_f1": 0.96897018034331, "eval_mcc": 0.9395746349654535, "eval_auc": 0.9807219228876916, "eval_precision": 0.9706342834203132, "eval_recall": 0.968941875767503, "learning_rate": 0.00016956301670322253, "loss": 0.1090043606236577, "step": 1560}
{"eval_acc": 0.971, "eval_f1": 0.9709755904715867, "eval_mcc": 0.9433702498517633, "eval_auc": 0.9779179116716468, "eval_precision": 0.9724255264509503, "eval_recall": 0.9709458837835352, "learning_rate": 0.00016922557786401215, "loss": 0.10362737756222487, "step": 1570}
{"eval_acc": 0.979, "eval_f1": 0.9789907349140972, "eval_mcc": 0.9586891742113225, "eval_auc": 0.9773319093276374, "eval_precision": 0.9797275641025641, "eval_recall": 0.9789619158476633, "learning_rate": 0.00016888813902480175, "loss": 0.13871204890310765, "step": 1580}
{"eval_acc": 0.978, "eval_f1": 0.9779911964785915, "eval_mcc": 0.9566168387260039, "eval_auc": 0.9806479225916905, "eval_precision": 0.9786531751849671, "eval_recall": 0.9779639118556473, "learning_rate": 0.00016855070018559137, "loss": 0.13765956573188304, "step": 1590}
{"eval_acc": 0.974, "eval_f1": 0.9739949030009881, "eval_mcc": 0.9482704655044499, "eval_auc": 0.9806999227996913, "eval_precision": 0.9742946231652596, "eval_recall": 0.9739758959035836, "learning_rate": 0.000168213261346381, "loss": 0.11350854728370904, "step": 1600}
{"eval_acc": 0.976, "eval_f1": 0.9759952950778352, "eval_mcc": 0.9522718261930296, "eval_auc": 0.98624794499178, "eval_precision": 0.97629597607983, "eval_recall": 0.9759759039036155, "learning_rate": 0.00016787582250717058, "loss": 0.09721646662801504, "step": 1610}
{"eval_acc": 0.979, "eval_f1": 0.9789939292455521, "eval_mcc": 0.9584287570889115, "eval_auc": 0.9874899499597999, "eval_precision": 0.9794589659811648, "eval_recall": 0.9789699158796634, "learning_rate": 0.0001675383836679602, "loss": 0.1295265879482031, "step": 1620}
{"eval_acc": 0.979, "eval_f1": 0.9789952739366357, "eval_mcc": 0.9583216516398366, "eval_auc": 0.9873899495597982, "eval_precision": 0.9793478086820067, "eval_recall": 0.9789739158956636, "learning_rate": 0.0001672009448287498, "loss": 0.14105072114616632, "step": 1630}
{"eval_acc": 0.974, "eval_f1": 0.9739990639663028, "eval_mcc": 0.9480292986157145, "eval_auc": 0.9843559374237496, "eval_precision": 0.9740374037403741, "eval_recall": 0.9739918959675838, "learning_rate": 0.00016686350598953942, "loss": 0.19176748245954514, "step": 1640}
{"eval_acc": 0.979, "eval_f1": 0.9789907349140972, "eval_mcc": 0.9586891742113225, "eval_auc": 0.9800819203276813, "eval_precision": 0.9797275641025641, "eval_recall": 0.9789619158476633, "learning_rate": 0.000166526067150329, "loss": 0.11440406031906605, "step": 1650}
{"eval_acc": 0.978, "eval_f1": 0.9779911964785915, "eval_mcc": 0.9566168387260039, "eval_auc": 0.9828519314077255, "eval_precision": 0.9786531751849671, "eval_recall": 0.9779639118556473, "learning_rate": 0.0001661886283111186, "loss": 0.09628268778324127, "step": 1660}
{"eval_acc": 0.978, "eval_f1": 0.9779911964785915, "eval_mcc": 0.9566168387260039, "eval_auc": 0.983817935271741, "eval_precision": 0.9786531751849671, "eval_recall": 0.9779639118556473, "learning_rate": 0.00016585118947190822, "loss": 0.17803679946810008, "step": 1670}
{"eval_acc": 0.977, "eval_f1": 0.976994823835363, "eval_mcc": 0.954320074714088, "eval_auc": 0.9824979299917199, "eval_precision": 0.9773462394517302, "eval_recall": 0.9769739078956315, "learning_rate": 0.00016551375063269782, "loss": 0.16938694790005684, "step": 1680}
{"eval_acc": 0.977, "eval_f1": 0.976994823835363, "eval_mcc": 0.954320074714088, "eval_auc": 0.9868279473117891, "eval_precision": 0.9773462394517302, "eval_recall": 0.9769739078956315, "learning_rate": 0.00016517631179348744, "loss": 0.15926465392112732, "step": 1690}
{"eval_acc": 0.966, "eval_f1": 0.9659651483118714, "eval_mcc": 0.9336741132611223, "eval_auc": 0.9897599590398362, "eval_precision": 0.9677359770959568, "eval_recall": 0.9659398637594551, "learning_rate": 0.00016483887295427706, "loss": 0.17790346778929234, "step": 1700}
{"eval_acc": 0.976, "eval_f1": 0.9759883783751336, "eval_mcc": 0.952758607843942, "eval_auc": 0.9875339501358006, "eval_precision": 0.9767990735657701, "eval_recall": 0.9759599038396154, "learning_rate": 0.00016450143411506665, "loss": 0.11393297724425792, "step": 1710}
{"eval_acc": 0.98, "eval_f1": 0.9799960792315293, "eval_mcc": 0.9602745475701892, "eval_auc": 0.9871139484557939, "eval_precision": 0.9802986819089705, "eval_recall": 0.9799759199036796, "learning_rate": 0.00016416399527585627, "loss": 0.08213181905448437, "step": 1720}
{"eval_acc": 0.983, "eval_f1": 0.9829950855797325, "eval_mcc": 0.9664328722455725, "eval_auc": 0.9863379453517813, "eval_precision": 0.9834630661797681, "eval_recall": 0.9829699318797275, "learning_rate": 0.00016382655643664586, "loss": 0.10186206214129925, "step": 1730}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.9868499473997895, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.00016348911759743548, "loss": 0.11468289382755756, "step": 1740}
{"eval_acc": 0.98, "eval_f1": 0.9799919967987194, "eval_mcc": 0.9606197378632827, "eval_auc": 0.9859999439997761, "eval_precision": 0.9806560673612696, "eval_recall": 0.9799639198556793, "learning_rate": 0.00016315167875822508, "loss": 0.14283559042960406, "step": 1750}
{"eval_acc": 0.978, "eval_f1": 0.9779928696897794, "eval_mcc": 0.9564869211760796, "eval_auc": 0.9844719378877514, "eval_precision": 0.9785191681583911, "eval_recall": 0.9779679118716474, "learning_rate": 0.00016281423991901467, "loss": 0.16576862782239915, "step": 1760}
{"eval_acc": 0.962, "eval_f1": 0.9619986319507501, "eval_mcc": 0.9241204163004028, "eval_auc": 0.9827879311517246, "eval_precision": 0.9621045724962092, "eval_recall": 0.9620158480633922, "learning_rate": 0.0001624768010798043, "loss": 0.16152573991566896, "step": 1770}
{"eval_acc": 0.979, "eval_f1": 0.9789907349140972, "eval_mcc": 0.9586891742113225, "eval_auc": 0.9812639250557003, "eval_precision": 0.9797275641025641, "eval_recall": 0.9789619158476633, "learning_rate": 0.00016213936224059389, "loss": 0.10951036121696234, "step": 1780}
{"eval_acc": 0.979, "eval_f1": 0.9789952739366357, "eval_mcc": 0.9583216516398366, "eval_auc": 0.9852459409837638, "eval_precision": 0.9793478086820067, "eval_recall": 0.9789739158956636, "learning_rate": 0.0001618019234013835, "loss": 0.06808126345276833, "step": 1790}
{"eval_acc": 0.974, "eval_f1": 0.9739990639663028, "eval_mcc": 0.9480292986157145, "eval_auc": 0.9866699466797867, "eval_precision": 0.9740374037403741, "eval_recall": 0.9739918959675838, "learning_rate": 0.00016146448456217313, "loss": 0.09174994360655546, "step": 1800}
{"eval_acc": 0.979, "eval_f1": 0.9789952739366357, "eval_mcc": 0.9583216516398366, "eval_auc": 0.9883359533438134, "eval_precision": 0.9793478086820067, "eval_recall": 0.9789739158956636, "learning_rate": 0.00016112704572296272, "loss": 0.17330551631748675, "step": 1810}
{"eval_acc": 0.979, "eval_f1": 0.9789939292455521, "eval_mcc": 0.9584287570889115, "eval_auc": 0.9902219608878434, "eval_precision": 0.9794589659811648, "eval_recall": 0.9789699158796634, "learning_rate": 0.00016078960688375234, "loss": 0.08766355011612177, "step": 1820}
{"eval_acc": 0.977, "eval_f1": 0.9769916940015345, "eval_mcc": 0.9545486559301363, "eval_auc": 0.9891399565598261, "eval_precision": 0.97758294749996, "eval_recall": 0.9769659078636315, "learning_rate": 0.00016045216804454193, "loss": 0.10433638226240874, "step": 1830}
{"eval_acc": 0.98, "eval_f1": 0.9799971195852202, "eval_mcc": 0.9601903140968702, "eval_auc": 0.985185940743763, "eval_precision": 0.9802104218441725, "eval_recall": 0.9799799199196797, "learning_rate": 0.00016011472920533155, "loss": 0.11726770866662264, "step": 1840}
{"eval_acc": 0.976, "eval_f1": 0.9759965435022642, "eval_mcc": 0.9521883613898973, "eval_auc": 0.9854959419837678, "eval_precision": 0.9762084849066948, "eval_recall": 0.9759799039196156, "learning_rate": 0.00015977729036612115, "loss": 0.13106488939374686, "step": 1850}
{"eval_acc": 0.979, "eval_f1": 0.9789974586925019, "eval_mcc": 0.9581535658058138, "eval_auc": 0.9835819343277373, "eval_precision": 0.979171668667467, "eval_recall": 0.9789819159276637, "learning_rate": 0.00015943985152691074, "loss": 0.09912067092955112, "step": 1860}
{"eval_acc": 0.979, "eval_f1": 0.9789952739366357, "eval_mcc": 0.9583216516398366, "eval_auc": 0.9854539418157672, "eval_precision": 0.9793478086820067, "eval_recall": 0.9789739158956636, "learning_rate": 0.00015910241268770036, "loss": 0.13469584742560983, "step": 1870}
{"eval_acc": 0.978, "eval_f1": 0.9779968315437422, "eval_mcc": 0.9561893377433837, "eval_auc": 0.9873879495517982, "eval_precision": 0.9782094533754337, "eval_recall": 0.9779799119196477, "learning_rate": 0.00015876497384848995, "loss": 0.06634922446683049, "step": 1880}
{"eval_acc": 0.98, "eval_f1": 0.9799948786889444, "eval_mcc": 0.9603741855509255, "eval_auc": 0.9832519330077321, "eval_precision": 0.9804023621259133, "eval_recall": 0.9799719198876795, "learning_rate": 0.00015842753500927957, "loss": 0.12600273005664347, "step": 1890}
{"eval_acc": 0.98, "eval_f1": 0.9799948786889444, "eval_mcc": 0.9603741855509255, "eval_auc": 0.9804279217116867, "eval_precision": 0.9804023621259133, "eval_recall": 0.9799719198876795, "learning_rate": 0.00015809009617006917, "loss": 0.09062390951439739, "step": 1900}
{"eval_acc": 0.978, "eval_f1": 0.9779968315437422, "eval_mcc": 0.9561893377433837, "eval_auc": 0.9833019332077327, "eval_precision": 0.9782094533754337, "eval_recall": 0.9779799119196477, "learning_rate": 0.0001577526573308588, "loss": 0.1498490208759904, "step": 1910}
{"eval_acc": 0.979, "eval_f1": 0.9789964504001176, "eval_mcc": 0.9582299258795617, "eval_auc": 0.9823859295437181, "eval_precision": 0.9792520491803278, "eval_recall": 0.9789779159116636, "learning_rate": 0.0001574152184916484, "loss": 0.09124354496598244, "step": 1920}
{"eval_acc": 0.979, "eval_f1": 0.9789964504001176, "eval_mcc": 0.9582299258795617, "eval_auc": 0.9829659318637273, "eval_precision": 0.9792520491803278, "eval_recall": 0.9789779159116636, "learning_rate": 0.000157077779652438, "loss": 0.1205549605190754, "step": 1930}
{"eval_acc": 0.979, "eval_f1": 0.9789924162622706, "eval_mcc": 0.9585512584574974, "eval_auc": 0.9789699158796634, "eval_precision": 0.9795855428635512, "eval_recall": 0.9789659158636634, "learning_rate": 0.00015674034081322762, "loss": 0.1163643783889711, "step": 1940}
{"eval_acc": 0.979, "eval_f1": 0.9789939292455521, "eval_mcc": 0.9584287570889115, "eval_auc": 0.9783239132956532, "eval_precision": 0.9794589659811648, "eval_recall": 0.9789699158796634, "learning_rate": 0.00015640290197401722, "loss": 0.15166367795318364, "step": 1950}
{"eval_acc": 0.955, "eval_f1": 0.9549086900974473, "eval_mcc": 0.9133692588548641, "eval_auc": 0.9738878955515821, "eval_precision": 0.9584623323013416, "eval_recall": 0.9549138196552787, "learning_rate": 0.00015606546313480684, "loss": 0.19215139374136925, "step": 1960}
{"eval_acc": 0.978, "eval_f1": 0.9779968315437422, "eval_mcc": 0.9561893377433837, "eval_auc": 0.9831279325117299, "eval_precision": 0.9782094533754337, "eval_recall": 0.9779799119196477, "learning_rate": 0.00015572802429559643, "loss": 0.07937072943896055, "step": 1970}
